CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,District,Neighborhood,Total Incidents
04/02/2019,14:30:00,4E,4300 WEST BAY AV,COMMON ASSAULT,NA,SOUTHERN,,1
04/02/2019,08:15:00,6J,3300 BRIGHTON ST,LARCENY,NA,SOUTHWEST,ROSEMONT,1
04/02/2019,13:00:00,4E,1000 W SARATOGA ST,COMMON ASSAULT,NA,WESTERN,POPPLETON,1
04/02/2019,18:00:00,3AJF,200 ROUNDHOUSE CT,ROBBERY - CARJACKING,FIREARM,SOUTHERN,WASHINGTON VILLAGE,1
04/02/2019,16:00:00,5A,600 LINNARD ST,BURGLARY,NA,SOUTHWEST,EDMONDSON VILLAGE,1
04/02/2019,04:53:00,5D,300 N CHARLES ST,BURGLARY,NA,CENTRAL,DOWNTOWN,1
04/02/2019,00:00:00,6G,400 NOTRE DAME LN,LARCENY,NA,NORTHERN,RADNOR-WINSTON,1
04/02/2019,11:50:00,5D,5500 PRICE AV,BURGLARY,NA,NORTHWEST,WOODMERE,1
04/02/2019,12:40:00,4E,2800 SPELMAN RD,COMMON ASSAULT,NA,SOUTHERN,CHERRY HILL,1
04/02/2019,22:00:00,6D,4900 SNADER AVE,LARCENY FROM AUTO,NA,NORTHWEST,LUCILLE PARK,1
04/02/2019,09:45:00,7C,AV & OSWEGO AV,AUTO THEFT,NA,NORTHWEST,,1
04/02/2019,02:30:00,3JK,2600 LLEWELYN AVE,ROBBERY - RESIDENCE,KNIFE,EASTERN,BEREA,1
04/02/2019,20:38:00,4E,1300 E LANVALE ST,COMMON ASSAULT,NA,EASTERN,OLIVER,1
04/02/2019,10:00:00,6J,1600 E PRATT ST,LARCENY,NA,SOUTHEAST,WASHINGTON HILL,1
04/02/2019,09:00:00,6D,700 S PORT ST,LARCENY FROM AUTO,NA,SOUTHEAST,CANTON,1
04/02/2019,00:45:00,4E,NORTHERN PY & PARK HEIGHTS AV,COMMON ASSAULT,NA,NORTHWEST,,1
04/02/2019,12:34:00,4E,5400 EASTERN AVE,COMMON ASSAULT,NA,SOUTHEAST,BAYVIEW,1
04/02/2019,13:55:00,4A,200 S DALLAS CT,AGG. ASSAULT,FIREARM,SOUTHEAST,PERKINS HOMES,1
04/02/2019,00:00:00,6E,2000 FAIRMOUNT ST,LARCENY,NA,SOUTHEAST,BUTCHERS HILL,1
04/02/2019,11:00:00,4E,6200 WALTHER AVE,COMMON ASSAULT,NA,NORTHEAST,GLENHAM-BELFORD,1
04/02/2019,08:00:00,7A,4800 LANIER AVE,AUTO THEFT,NA,NORTHERN,CYLBURN,1
04/02/2019,06:55:00,4E,0 W 20TH ST,COMMON ASSAULT,NA,CENTRAL,CHARLES NORTH,1
04/02/2019,18:00:00,6D,700 N BROADWAY,LARCENY FROM AUTO,NA,EASTERN,GAY STREET,1
04/02/2019,21:20:00,3JF,800 W SARATOGA ST,ROBBERY - RESIDENCE,FIREARM,WESTERN,POPPLETON,1
04/02/2019,21:20:00,3JF,800 W SARATOGA ST,ROBBERY - RESIDENCE,FIREARM,WESTERN,POPPLETON,1
04/02/2019,17:00:00,6E,400 S BEECHFIELD AVE,LARCENY,NA,SOUTHWEST,YALE HEIGHTS,1
04/02/2019,19:35:00,6D,2500 SPRINGHILL AVE,LARCENY FROM AUTO,NA,NORTHWEST,PARK CIRCLE,1
04/02/2019,15:00:00,4E,1100 VALLEY ST,COMMON ASSAULT,NA,EASTERN,JOHNSTON SQUARE,1
04/02/2019,18:55:00,6D,1900 E BALTIMORE ST,LARCENY FROM AUTO,NA,SOUTHEAST,WASHINGTON HILL,1
04/02/2019,18:49:00,6J,1400 E BALTIMORE ST,LARCENY,NA,SOUTHEAST,WASHINGTON HILL,1
04/02/2019,15:56:00,7A,2900 MCELDERRY ST,AUTO THEFT,NA,SOUTHEAST,ELLWOOD PARK/MONUMEN,1
04/02/2019,17:00:00,6C,3000 N CHARLES ST,LARCENY,NA,NORTHERN,CHARLES VILLAGE,1
04/02/2019,15:00:00,6C,1400 E COLD SPRING LN,LARCENY,NA,NORTHEAST,NEW NORTHWOOD,1
04/02/2019,15:10:00,4C,1300 N STRICKER ST,AGG. ASSAULT,OTHER,WESTERN,SANDTOWN-WINCHESTER,1
04/02/2019,21:00:00,6D,3200 E LOMBARD ST,LARCENY FROM AUTO,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
04/02/2019,20:00:00,5D,2200 EASTERN AVE,BURGLARY,NA,SOUTHEAST,CANTON,1
04/02/2019,17:00:00,6J,4500 MANORVIEW RD,LARCENY,NA,SOUTHWEST,UPLANDS,1
04/02/2019,12:30:00,5A,5300 GIST AVE,BURGLARY,NA,NORTHWEST,ARLINGTON,1
04/02/2019,17:00:00,6E,3600 HOWARD PARK AVE,LARCENY,NA,NORTHWEST,HOWARD PARK,1
04/02/2019,19:00:00,3AO,2900 BELMONT AVE,ROBBERY - STREET,OTHER,SOUTHWEST,,1
04/02/2019,17:00:00,5A,3300 CLIFTON AVE,BURGLARY,NA,SOUTHWEST,WALBROOK,1
04/02/2019,01:00:00,7A,3800 CHESLEY AVE,AUTO THEFT,NA,NORTHEAST,OVERLEA,1
04/02/2019,10:40:00,7A,400 LAURENS ST,AUTO THEFT,NA,CENTRAL,MADISON PARK,1
04/02/2019,15:45:00,6J,0 E PRATT ST,LARCENY,NA,CENTRAL,INNER HARBOR,1
04/02/2019,20:30:00,5D,800 N EUTAW ST,BURGLARY,NA,CENTRAL,MOUNT VERNON,1
04/02/2019,18:24:00,4E,2800 HARLEM AVE,COMMON ASSAULT,NA,WESTERN,MOSHER,1
04/02/2019,14:00:00,4E,1500 W FAYETTE ST,COMMON ASSAULT,NA,WESTERN,FRANKLIN SQUARE,1
04/02/2019,05:50:00,6D,400 N LOUDON AVE,LARCENY FROM AUTO,NA,SOUTHWEST,ALLENDALE,1
04/02/2019,00:15:00,5D,2400 FREDERICK AVE,BURGLARY,NA,SOUTHWEST,MILL HILL,1
04/02/2019,13:10:00,6C,2400 FREDERICK AVE,LARCENY,NA,SOUTHWEST,MILL HILL,1
04/02/2019,08:00:00,4E,200 S PATTERSON PARK AVE,COMMON ASSAULT,NA,SOUTHEAST,UPPER FELLS POINT,1
04/02/2019,19:46:00,6J,1400 N CAREY ST,LARCENY,NA,WESTERN,SANDTOWN-WINCHESTER,1
04/02/2019,09:13:00,6G,700 N ARLINGTON AVE,LARCENY,NA,WESTERN,HARLEM PARK,1
04/02/2019,01:00:00,6J,200 N MONROE ST,LARCENY,NA,WESTERN,PENROSE/FAYETTE ST OUTREACH,1
04/02/2019,13:40:00,3CK,2400 LIBERTY HEIGHTS AVE,ROBBERY - COMMERCIAL,KNIFE,WESTERN,MONDAWMIN,1
04/02/2019,22:30:00,6D,ANN ST & BANK ST,LARCENY FROM AUTO,NA,SOUTHEAST,,1
04/02/2019,22:15:00,3AF,4300 ORCHARD RIDGE BLVD,ROBBERY - STREET,FIREARM,NORTHEAST,CLAREMONT-FREEDOM,1
04/02/2019,12:45:00,6C,3300 BELAIR RD,LARCENY,NA,NORTHEAST,BELAIR-EDISON,1
04/02/2019,10:41:00,6C,5100 SINCLAIR LN,LARCENY,NA,NORTHEAST,FRANKFORD,1
04/01/2019,19:50:00,4C,2100 N FULTON AVE,AGG. ASSAULT,OTHER,WESTERN,,1
04/01/2019,18:57:00,6E,1800 N CAROLINE ST,LARCENY,NA,EASTERN,OLIVER,1
04/01/2019,07:48:00,4E,1000 LIGHT ST,COMMON ASSAULT,NA,SOUTHERN,FEDERAL HILL/MONTGOM,1
04/01/2019,07:35:00,5A,500 CAMPBELLS LN,BURGLARY,NA,NORTHERN,MID-GOVANS,1
04/01/2019,07:35:00,5A,500 CAMPBELLS LN,BURGLARY,NA,NORTHERN,MID-GOVANS,1
04/01/2019,15:30:00,5A,5600 CLEARSPRING RD,BURGLARY,NA,NORTHERN,MID-GOVANS,1
04/01/2019,18:59:00,5A,5600 KAVON AVE,BURGLARY,NA,NORTHEAST,FRANKFORD,1
04/01/2019,07:20:00,4E,2400 WASHINGTON BLVD,COMMON ASSAULT,NA,SOUTHWEST,MORRELL PARK,1
04/01/2019,12:28:00,3AF,200 N HOWARD ST,ROBBERY - STREET,FIREARM,CENTRAL,DOWNTOWN,1
04/01/2019,02:08:00,6C,1400 KEY HWY,LARCENY,NA,SOUTHERN,RIVERSIDE,1
04/01/2019,14:59:00,6G,200 N EUTAW ST,LARCENY,NA,CENTRAL,DOWNTOWN,1
04/01/2019,14:00:00,4E,2300 HAWKINS POINT RD,COMMON ASSAULT,NA,SOUTHERN,HAWKINS POINT,1
04/01/2019,23:50:00,6C,1200 N CHARLES ST,LARCENY,NA,CENTRAL,MID-TOWN BELVEDERE,1
04/01/2019,12:52:00,6C,1500 RUSSELL ST,LARCENY,NA,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,1
04/01/2019,15:12:00,6C,3700 FALLS RD,LARCENY,NA,NORTHERN,HAMPDEN,1
04/01/2019,15:30:00,6G,700 W 40TH ST,LARCENY,NA,NORTHERN,HAMPDEN,1
04/01/2019,14:25:00,4E,5000 SINCLAIR LN,COMMON ASSAULT,NA,NORTHEAST,FRANKFORD,1
04/01/2019,01:24:00,5B,3700 BROOKLYN AVE,BURGLARY,NA,SOUTHERN,BROOKLYN,1
04/01/2019,10:46:00,3AJF,1700 E EAGER ST,ROBBERY - CARJACKING,FIREARM,EASTERN,MIDDLE EAST,1
04/01/2019,02:57:00,4E,3600 9TH ST,COMMON ASSAULT,NA,SOUTHERN,BROOKLYN,1
04/01/2019,16:20:00,4E,2200 E BIDDLE ST,COMMON ASSAULT,NA,EASTERN,BROADWAY EAST,1
04/01/2019,19:31:00,4A,2400 LOYOLA NORTHWAY,AGG. ASSAULT,FIREARM,NORTHERN,GREENSPRING,1
04/01/2019,12:00:00,5A,5500 HILLTOP AVE,BURGLARY,NA,NORTHEAST,WALTHERSON,1
04/01/2019,20:20:00,4E,2500 MCHENRY ST,COMMON ASSAULT,NA,SOUTHWEST,SHIPLEY HILL,1
04/01/2019,21:30:00,7A,3600 KEYSTONE AVE,AUTO THEFT,NA,NORTHERN,WOODBERRY,1
04/01/2019,00:00:00,7A,700 E 22ND ST,AUTO THEFT,NA,EASTERN,EAST BALTIMORE MIDWA,1
04/01/2019,19:30:00,6E,800 MCHENRY ST,LARCENY,NA,SOUTHERN,WASHINGTON VILLAGE,1
04/01/2019,23:00:00,6E,4700 WAKEFIELD RD,LARCENY,NA,NORTHWEST,WEST FOREST PARK,1
04/01/2019,02:00:00,4C,0 S EAST AVE,AGG. ASSAULT,OTHER,SOUTHEAST,BALTIMORE-LINWOOD,1
04/01/2019,15:02:00,6G,200 N EUTAW ST,LARCENY,NA,CENTRAL,DOWNTOWN,1
04/01/2019,11:00:00,6E,1000 CHERRY HILL RD,LARCENY,NA,SOUTHERN,CHERRY HILL,1
04/01/2019,12:00:00,6D,3600 SPRINGDALE AVE,LARCENY FROM AUTO,NA,NORTHWEST,FOREST PARK,1
04/01/2019,12:00:00,6G,1300 E LANVALE ST,LARCENY,NA,EASTERN,OLIVER,1
04/01/2019,10:30:00,4E,4400 FRANKFORD AVE,COMMON ASSAULT,NA,NORTHEAST,FRANKFORD,1
04/01/2019,17:00:00,6E,3000 PULASKI HWY,LARCENY,NA,SOUTHEAST,ELLWOOD PARK/MONUMEN,1
04/01/2019,21:00:00,6D,800 S CURLEY ST,LARCENY FROM AUTO,NA,SOUTHEAST,CANTON,1
04/01/2019,18:00:00,6D,2400 E FAYETTE ST,LARCENY FROM AUTO,NA,SOUTHEAST,PATTERSON PLACE,1
04/01/2019,00:00:00,5A,1800 RAMSAY ST,BURGLARY,NA,SOUTHERN,CARROLLTON RIDGE,1
04/01/2019,14:25:00,4E,5000 DICKEY HILL RD,COMMON ASSAULT,NA,SOUTHWEST,WAKEFIELD,1
04/01/2019,11:00:00,6E,2400 BRAMBLETON RD,LARCENY,NA,NORTHERN,MOUNT WASHINGTON,1
04/01/2019,11:30:00,6D,2500 N HOWARD ST,LARCENY FROM AUTO,NA,NORTHERN,CHARLES VILLAGE,1
04/01/2019,12:00:00,2A,2300 N CHARLES ST,RAPE,OTHER,NORTHERN,CHARLES VILLAGE,1
04/01/2019,20:00:00,6D,1600 CHURCH ST,LARCENY FROM AUTO,NA,SOUTHERN,CURTIS BAY,1
04/01/2019,21:00:00,7A,800 MOUNT HOLLY ST,AUTO THEFT,NA,SOUTHWEST,EDMONDSON VILLAGE,1
04/01/2019,18:30:00,6E,2300 E FAIRMOUNT AVE,LARCENY,NA,SOUTHEAST,PATTERSON PLACE,1
04/01/2019,22:30:00,5A,800 MACON ST,BURGLARY,NA,SOUTHEAST,,1
04/01/2019,22:15:00,5D,1200 S HANOVER ST,BURGLARY,NA,SOUTHERN,SHARP LEADENHALL,1
04/01/2019,19:00:00,7A,4100 BELLE AVE,AUTO THEFT,NA,NORTHWEST,DORCHESTER/GRAN-BARR,1
04/01/2019,20:23:00,6E,600 N GLOVER ST,LARCENY,NA,SOUTHEAST,,1
04/01/2019,19:00:00,6C,3700 BOSTON ST,LARCENY,NA,SOUTHEAST,CANTON INDUSTRIAL AREA,1
04/01/2019,11:45:00,7A,800 LOW ST,AUTO THEFT,NA,SOUTHEAST,JONESTOWN,1
04/01/2019,00:01:00,6G,200 E PRESTON ST,LARCENY,NA,CENTRAL,MID-TOWN BELVEDERE,1
04/01/2019,00:00:00,4E,5900 CHINQUAPIN PKWY,COMMON ASSAULT,NA,NORTHERN,GLEN OAKS,1
04/01/2019,00:00:00,4C,0 N CAREY ST,AGG. ASSAULT,OTHER,WESTERN,FRANKLIN SQUARE,1
04/01/2019,18:30:00,6D,5200 BELAIR RD,LARCENY FROM AUTO,NA,NORTHEAST,FRANKFORD,1
04/01/2019,21:10:00,5D,3800 BANK ST,BURGLARY,NA,SOUTHEAST,HUDSON-HIGHLANDTOWN,1
04/01/2019,08:00:00,5A,400 BRUNSWICK ST,BURGLARY,NA,SOUTHWEST,MILL HILL,1
04/01/2019,20:39:00,4E,1200 N STRICKER ST,COMMON ASSAULT,NA,WESTERN,,1
04/01/2019,12:00:00,5D,3300 ESTHER PL,BURGLARY,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
04/01/2019,20:39:00,4E,1200 N STRICKER ST,COMMON ASSAULT,NA,WESTERN,,1
04/01/2019,20:39:00,4E,1200 N STRICKER ST,COMMON ASSAULT,NA,WESTERN,,1
04/01/2019,12:00:00,6D,3300 BATEMAN AVE,LARCENY FROM AUTO,NA,NORTHWEST,HANLON/LONGWOOD,1
04/01/2019,11:25:00,4E,1000 Wicklow Rd,COMMON ASSAULT,NA,SOUTHWEST,ROGNEL HEIGHTS,1
04/01/2019,18:57:00,7C,1800 N CAROLINE ST,AUTO THEFT,NA,EASTERN,OLIVER,1
04/01/2019,16:00:00,6D,300 W LANVALE ST,LARCENY FROM AUTO,NA,CENTRAL,BOLTON HILL,1
04/01/2019,11:45:00,6E,1200 N LONGWOOD ST,LARCENY,NA,SOUTHWEST,WINCHESTER,1
04/01/2019,16:00:00,6E,100 S WARWICK AVE,LARCENY,NA,SOUTHWEST,SHIPLEY HILL,1
04/01/2019,07:00:00,5C,3200 WALBROOK AVE,BURGLARY,NA,SOUTHWEST,WALBROOK,1
04/01/2019,16:06:00,5D,3700 EDMONDSON AVE,BURGLARY,NA,SOUTHWEST,ALLENDALE,1
04/01/2019,04:30:00,5A,1000 CHERRY HILL RD,BURGLARY,NA,SOUTHERN,CHERRY HILL,1
04/01/2019,19:50:00,4E,2100 N FULTON AVE,COMMON ASSAULT,NA,WESTERN,,1
04/01/2019,17:08:00,4E,1000 S DUKELAND ST,COMMON ASSAULT,NA,SOUTHWEST,MORRELL PARK,1
04/01/2019,06:30:00,7A,3500 ELLERSLIE AVE,AUTO THEFT,NA,NORTHERN,,1
04/01/2019,12:25:00,3K,900 BROOKS LN,ROBBERY - RESIDENCE,NA,CENTRAL,RESERVOIR HILL,1
04/01/2019,20:30:00,3AJF,0 E MADISON ST,ROBBERY - CARJACKING,FIREARM,CENTRAL,MOUNT VERNON,1
04/01/2019,16:30:00,6D,2900 DRUID PARK DR,LARCENY FROM AUTO,NA,NORTHWEST,PARK CIRCLE,1
04/01/2019,15:30:00,7A,4800 CALUMET AVE,AUTO THEFT,NA,NORTHEAST,FRANKFORD,1
04/01/2019,13:51:00,4E,6900 REISTERSTOWN RD,COMMON ASSAULT,NA,NORTHWEST,FALLSTAFF,1
04/01/2019,21:40:00,3D,3300 BELAIR RD,ROBBERY - COMMERCIAL,NA,NORTHEAST,BELAIR-EDISON,1
04/01/2019,08:00:00,6G,1500 AISQUITH ST,LARCENY,NA,EASTERN,OLIVER,1
04/01/2019,14:00:00,4E,1400 N COLLINGTON AVE,COMMON ASSAULT,NA,EASTERN,BROADWAY EAST,1
04/01/2019,00:45:00,6D,200 Saratoga Street,LARCENY FROM AUTO,NA,CENTRAL,DOWNTOWN,1
04/01/2019,20:19:00,4A,800 W LEXINGTON ST,AGG. ASSAULT,FIREARM,WESTERN,,1
04/01/2019,16:00:00,6D,300 W LANVALE ST,LARCENY FROM AUTO,NA,CENTRAL,BOLTON HILL,1
04/01/2019,00:25:00,4E,2300 WASHINGTON BLVD,COMMON ASSAULT,NA,SOUTHWEST,MORRELL PARK,1
04/01/2019,02:06:00,4E,500 W HOFFMAN ST,COMMON ASSAULT,NA,CENTRAL,UPTON,1
04/01/2019,07:00:00,7A,900 S HANOVER ST,AUTO THEFT,NA,SOUTHERN,SHARP LEADENHALL,1
04/01/2019,09:00:00,5B,2800 EDGECOMBE CIR N,BURGLARY,NA,NORTHERN,PARKLANE,1
04/01/2019,17:00:00,6G,500 RUSSELL ST,LARCENY,NA,SOUTHERN,STADIUM AREA,1
04/01/2019,14:40:00,4B,,AGG. ASSAULT,KNIFE,NORTHEAST,HARFORD-ECHODALE-PER,1
04/01/2019,13:20:00,4E,5100 BELAIR RD,COMMON ASSAULT,NA,NORTHEAST,WALTHERSON,1
04/01/2019,01:12:00,4D,200 W COLD SPRING LN,AGG. ASSAULT,HANDS,NORTHERN,,1
04/01/2019,06:00:00,7A,6500 MOYER AVE,AUTO THEFT,NA,NORTHEAST,WESTFIELD,1
04/01/2019,18:09:00,4E,5600 LOCH RAVEN BLVD,COMMON ASSAULT,NA,NORTHEAST,LOCH RAVEN,1
04/01/2019,04:30:00,6D,5200 CRAIG AVE,LARCENY FROM AUTO,NA,NORTHERN,WOODBOURNE MCCABE,1
04/01/2019,04:30:00,6D,5200 CRAIG AVE,LARCENY FROM AUTO,NA,NORTHERN,WOODBOURNE MCCABE,1
04/01/2019,11:00:00,6E,2100 E MONUMENT ST,LARCENY,NA,EASTERN,MIDDLE EAST,1
04/01/2019,05:30:00,7A,,AUTO THEFT,NA,NORTHERN,CHARLES VILLAGE,1
04/01/2019,07:24:00,7A,2400 FLEETWOOD AVE,AUTO THEFT,NA,NORTHEAST,HARFORD-ECHODALE-PER,1
04/01/2019,07:51:00,7A,6200 PLYMOUTH RD,AUTO THEFT,NA,NORTHEAST,HARFORD-ECHODALE-PER,1
04/01/2019,15:34:00,6C,3700 FALLS RD,LARCENY,NA,NORTHERN,HAMPDEN,1
04/01/2019,00:40:00,4E,3200 E FAIRMOUNT AVE,COMMON ASSAULT,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
04/01/2019,00:40:00,4E,3200 E FAIRMOUNT AVE,COMMON ASSAULT,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
04/01/2019,09:14:00,6A,3100 E BALTIMORE ST,LARCENY,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
04/01/2019,20:19:00,9S,800 W LEXINGTON ST,SHOOTING,FIREARM,WESTERN,,1
04/01/2019,15:00:00,7A,3300 EDMONDSON AVE,AUTO THEFT,NA,SOUTHWEST,EDMONDSON VILLAGE,1
04/01/2019,11:25:00,4E,1000 Wicklow Rd,COMMON ASSAULT,NA,SOUTHWEST,ROGNEL HEIGHTS,1
04/01/2019,02:03:00,6J,3400 LYNDALE AVE,LARCENY,NA,NORTHEAST,4X4,1
04/01/2019,01:54:00,4B,200 W CHASE ST,AGG. ASSAULT,KNIFE,CENTRAL,MID-TOWN BELVEDERE,1
04/01/2019,10:30:00,3B,100 PONTIAC AVE,ROBBERY - STREET,NA,SOUTHERN,BROOKLYN,1
04/01/2019,03:00:00,6D,2800 STEELE RD,LARCENY FROM AUTO,NA,NORTHWEST,CHESWOLDE,1
04/01/2019,20:00:00,6J,300 N EUTAW ST,LARCENY,NA,CENTRAL,DOWNTOWN,1
04/01/2019,22:30:00,6C,3500 BOSTON ST,LARCENY,NA,SOUTHEAST,CANTON INDUSTRIAL AREA,1
04/01/2019,08:00:00,6J,2800 Miles Avenue,LARCENY,NA,UNKNOWN,,1
04/01/2019,15:30:00,6G,2900 STRANDEN RD,LARCENY,NA,SOUTHERN,LAKELAND,1
04/01/2019,12:00:00,6E,0 N WASHINGTON ST,LARCENY,NA,SOUTHEAST,BUTCHERS HILL,1
04/01/2019,16:20:00,4E,2200 E BIDDLE ST,COMMON ASSAULT,NA,EASTERN,BROADWAY EAST,1
04/01/2019,15:30:00,5A,1100 CLEVELAND ST,BURGLARY,NA,SOUTHERN,,1
04/01/2019,18:30:00,3AK,500 N ROBINSON ST,ROBBERY - STREET,KNIFE,SOUTHEAST,ELLWOOD PARK/MONUMEN,1
04/01/2019,23:25:00,4C,5000 CATALPHA RD,AGG. ASSAULT,OTHER,NORTHEAST,LAURAVILLE,1
04/01/2019,23:24:00,5A,2700 BEETHOVEN AVE,BURGLARY,NA,NORTHWEST,HOWARD PARK,1
04/01/2019,13:50:00,3CF,4400 W NORTHERN PKWY,ROBBERY - COMMERCIAL,FIREARM,NORTHWEST,SETON BUSINESS PARK,1
04/01/2019,19:38:00,7A,3200 VICKERS RD,AUTO THEFT,NA,NORTHWEST,HANLON/LONGWOOD,1
04/01/2019,02:48:00,6G,0 N PATTERSON PARK AVE,LARCENY,NA,SOUTHEAST,PATTERSON PLACE,1
04/01/2019,09:00:00,6J,300 E 25TH ST,LARCENY,NA,NORTHERN,HARWOOD,1
04/01/2019,20:20:00,4E,2500 MCHENRY ST,COMMON ASSAULT,NA,SOUTHWEST,SHIPLEY HILL,1
04/01/2019,09:58:00,4E,1600 W BALTIMORE ST,COMMON ASSAULT,NA,WESTERN,FRANKLIN SQUARE,1
04/01/2019,20:35:00,4E,2700 TALBOT RD,COMMON ASSAULT,NA,NORTHWEST,WINDSOR HILLS,1
04/01/2019,11:25:00,4E,100 W SARATOGA ST,COMMON ASSAULT,NA,CENTRAL,DOWNTOWN,1
04/01/2019,11:25:00,4E,100 W SARATOGA ST,COMMON ASSAULT,NA,CENTRAL,DOWNTOWN,1
03/31/2019,04:00:00,6D,2100 PENTLAND DR,LARCENY FROM AUTO,NA,NORTHEAST,HARFORD-ECHODALE-PER,1
03/31/2019,12:53:00,5A,1700 W LOMBARD ST,BURGLARY,NA,SOUTHERN,UNION SQUARE,1
03/31/2019,18:00:00,7A,3200 E LOMBARD ST,AUTO THEFT,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
03/31/2019,00:01:00,6A,1000 N CHARLES ST,LARCENY,NA,CENTRAL,MID-TOWN BELVEDERE,1
03/31/2019,15:00:00,6E,2700 LEHMAN ST,LARCENY,NA,SOUTHWEST,MILL HILL,1
03/31/2019,20:30:00,4C,400 E PRESTON ST,AGG. ASSAULT,OTHER,EASTERN,JOHNSTON SQUARE,1
03/31/2019,22:00:00,6G,3300 ANNAPOLIS RD,LARCENY,NA,SOUTHERN,CHERRY HILL,1
03/31/2019,19:15:00,3AF,1400 MONTPELIER ST,ROBBERY - STREET,FIREARM,NORTHEAST,COLDSTREAM HOMESTEAD,1
03/31/2019,16:25:00,6C,3500 BOSTON ST,LARCENY,NA,SOUTHEAST,CANTON,1
03/31/2019,09:00:00,6E,6400 EASTERN AVE,LARCENY,NA,SOUTHEAST,JOSEPH LEE,1
03/31/2019,19:00:00,4E,600 S FAGLEY ST,COMMON ASSAULT,NA,SOUTHEAST,BREWERS HILL,1
03/31/2019,18:26:00,4E,3400 PULASKI HWY,COMMON ASSAULT,NA,SOUTHEAST,BALTIMORE HIGHLANDS,1
03/31/2019,00:43:00,4E,400 W FRANKLIN ST,COMMON ASSAULT,NA,CENTRAL,SETON HILL,1
03/31/2019,17:00:00,6E,2000 PARK AVE,LARCENY,NA,CENTRAL,RESERVOIR HILL,1
03/31/2019,20:00:00,4E,2900 E PRESTON ST,COMMON ASSAULT,NA,EASTERN,BEREA,1
03/31/2019,22:30:00,4E,600 N WOODINGTON RD,COMMON ASSAULT,NA,SOUTHWEST,EDMONDSON VILLAGE,1
03/31/2019,22:38:00,3B,3700 MOUNT PLEASANT AVE,ROBBERY - STREET,NA,SOUTHEAST,BALTIMORE HIGHLANDS,1
03/31/2019,21:20:00,3AF,1600 E BALTIMORE ST,ROBBERY - STREET,FIREARM,SOUTHEAST,WASHINGTON HILL,1
03/31/2019,03:04:00,6C,1500 RUSSELL ST,LARCENY,NA,SOUTHERN,CARROLL - CAMDEN INDUSTRIAL AREA,1
03/31/2019,16:58:00,7A,4200 BAYONNE AVE,AUTO THEFT,NA,NORTHEAST,FRANKFORD,1
03/31/2019,19:00:00,6D,700 STAMFORD RD,LARCENY FROM AUTO,NA,SOUTHWEST,WEST HILLS,1
03/31/2019,23:20:00,6E,2700 SEAMON AVE,LARCENY,NA,SOUTHERN,CHERRY HILL,1
03/31/2019,12:00:00,4E,1700 HOMESTEAD ST,COMMON ASSAULT,NA,NORTHEAST,COLDSTREAM HOMESTEAD,1
03/31/2019,01:30:00,4E,4500 FURLEY AVE,COMMON ASSAULT,NA,NORTHEAST,FRANKFORD,1
03/31/2019,21:30:00,7A,2100 W LAFAYETTE AVE,AUTO THEFT,NA,WESTERN,MIDTOWN EDMONDSON,1
03/31/2019,18:00:00,5A,2100 PRESBURY ST,BURGLARY,NA,WESTERN,EASTERWOOD,1
03/31/2019,12:00:00,5A,0 N ABINGTON AVE,BURGLARY,NA,SOUTHWEST,CARROLL-SOUTH HILTON,1
03/31/2019,23:30:00,3JK,5200 FRANKFORD AVE,ROBBERY - RESIDENCE,KNIFE,NORTHEAST,FRANKFORD,1
03/31/2019,21:52:00,3AJF,800 RYAN ST,ROBBERY - CARJACKING,FIREARM,SOUTHERN,WASHINGTON VILLAGE,1
03/31/2019,03:36:00,4C,3900 Clarks Ln,AGG. ASSAULT,OTHER,NORTHWEST,,1
03/31/2019,14:27:00,3AF,600 E BALTIMORE ST,ROBBERY - STREET,FIREARM,CENTRAL,DOWNTOWN,1
03/31/2019,14:00:00,6D,2900 E LOMBARD ST,LARCENY FROM AUTO,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
03/31/2019,03:00:00,6D,2800 E BALTIMORE ST,LARCENY FROM AUTO,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
03/31/2019,16:20:00,5D,3400 CARLINS PARK DR,BURGLARY,NA,NORTHWEST,,1
03/31/2019,14:52:00,4E,2400 EUTAW PL,COMMON ASSAULT,NA,CENTRAL,RESERVOIR HILL,1
03/31/2019,13:57:00,3CO,200 W CHASE ST,ROBBERY - COMMERCIAL,OTHER,CENTRAL,MID-TOWN BELVEDERE,1
03/31/2019,10:10:00,5A,100 S DEAN ST,BURGLARY,NA,SOUTHEAST,BALTIMORE HIGHLANDS,1
03/31/2019,07:32:00,3AO,2000 MADISON AVE,ROBBERY - STREET,OTHER,CENTRAL,DRUID HEIGHTS,1
03/31/2019,02:02:00,3AJF,3900 DORCHESTER RD,ROBBERY - CARJACKING,FIREARM,NORTHWEST,DORCHESTER/GRAN-BARR,1
