CrimeDate,CrimeTime,CrimeCode,Location,Description,Weapon,District,Neighborhood,Total Incidents
05/19/2019,15:30:00,4E,2800 E FEDERAL ST,COMMON ASSAULT,NA,EASTERN,BEREA,1
05/19/2019,09:00:00,4E,800 E EAGER ST,COMMON ASSAULT,NA,EASTERN,JOHNSTON SQUARE,1
05/19/2019,12:15:00,4C,600 SAINT PAUL ST,AGG. ASSAULT,OTHER,CENTRAL,MOUNT VERNON,1
05/19/2019,04:24:00,4E,1300 N PATTERSON PARK AVE,COMMON ASSAULT,NA,EASTERN,BROADWAY EAST,1
05/19/2019,20:00:00,4A,4900 GREENCREST RD,AGG. ASSAULT,FIREARM,NORTHEAST,FRANKFORD,1
05/19/2019,16:25:00,4E,ALAMEDA & WINSTON AV,COMMON ASSAULT,NA,NORTHERN,,1
05/19/2019,19:27:00,3B,1400 POPLAND ST,ROBBERY - STREET,NA,SOUTHERN,CURTIS BAY,1
05/19/2019,17:30:00,7A,1600 W PRATT ST,AUTO THEFT,NA,SOUTHERN,UNION SQUARE,1
05/19/2019,19:27:00,5A,0 S CAREY ST,BURGLARY,NA,SOUTHERN,HOLLINS PARK,1
05/19/2019,01:30:00,6D,PATTERSON PARK AV & BOYER ST,LARCENY FROM AUTO,NA,SOUTHEAST,,1
05/19/2019,18:55:00,6C,3500 BOSTON ST,LARCENY,NA,SOUTHEAST,CANTON INDUSTRIAL AREA,1
05/19/2019,21:15:00,4D,3700 EASTERN AVE,AGG. ASSAULT,HANDS,SOUTHEAST,HUDSON-HIGHLANDTOWN,1
05/19/2019,19:00:00,6G,0 E PLEASANT ST,LARCENY,NA,CENTRAL,DOWNTOWN,1
05/19/2019,16:00:00,7A,1800 W BALTIMORE ST,AUTO THEFT,NA,WESTERN,FRANKLIN SQUARE,1
05/19/2019,18:59:00,4E,1600 UNION AVE,COMMON ASSAULT,NA,NORTHERN,HAMPDEN,1
05/19/2019,18:59:00,4E,1600 UNION AVE,COMMON ASSAULT,NA,NORTHERN,HAMPDEN,1
05/19/2019,17:00:00,6E,1600 COLE ST,LARCENY,NA,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,1
05/19/2019,15:20:00,7A,2700 REESE ST,AUTO THEFT,NA,NORTHERN,BETTER WAVERLY,1
05/19/2019,02:30:00,4E,900 S CHARLES ST,COMMON ASSAULT,NA,SOUTHERN,FEDERAL HILL/MONTGOM,1
05/19/2019,22:00:00,3B,2200 W Cold Spring Ln,ROBBERY - STREET,NA,NORTHERN,COLDSPRING,1
05/19/2019,02:00:00,4A,800 GLADE CT,AGG. ASSAULT,FIREARM,SOUTHERN,BROOKLYN,1
05/19/2019,01:01:00,5D,400 N MONTFORD AVE,BURGLARY,NA,SOUTHEAST,MCELDERRY PARK,1
05/19/2019,08:30:00,3AJF,1500 RUTLAND AVE,ROBBERY - CARJACKING,FIREARM,EASTERN,BROADWAY EAST,1
05/19/2019,22:00:00,4A,2600 RIDGELY ST,AGG. ASSAULT,FIREARM,SOUTHERN,MOUNT WINANS,1
05/19/2019,23:52:00,4E,4700 VALLEY VIEW AVE,COMMON ASSAULT,NA,NORTHEAST,FRANKFORD,1
05/19/2019,16:00:00,6D,1300 HERKIMER ST,LARCENY FROM AUTO,NA,SOUTHERN,WASHINGTON VILLAGE,1
05/19/2019,03:00:00,7A,300 FALLSWAY,AUTO THEFT,NA,CENTRAL,JONESTOWN,1
05/19/2019,20:50:00,6D,500 RADNOR AVE,LARCENY FROM AUTO,NA,NORTHERN,WINSTON-GOVANS,1
05/19/2019,18:00:00,6J,4100 FALLS RD,LARCENY,NA,NORTHERN,HOES HEIGHTS,1
05/19/2019,16:15:00,6C,2500 N CHARLES ST,LARCENY,NA,NORTHERN,CHARLES VILLAGE,1
05/19/2019,22:15:00,6E,4400 MORAVIA RD,LARCENY,NA,NORTHEAST,FRANKFORD,1
05/19/2019,18:30:00,6E,5800 BELAIR RD,LARCENY,NA,NORTHEAST,CEDMONT,1
05/19/2019,19:30:00,5A,200 S HIGHLAND AVE,BURGLARY,NA,SOUTHEAST,HUDSON-HIGHLANDTOWN,1
05/19/2019,12:06:00,4E,500 N CALVERT ST,COMMON ASSAULT,NA,CENTRAL,MOUNT VERNON,1
05/19/2019,17:10:00,4E,1100 W NORTH AVE,COMMON ASSAULT,NA,CENTRAL,DRUID HEIGHTS,1
05/19/2019,06:30:00,4E,1500 MCCULLOH ST,COMMON ASSAULT,NA,CENTRAL,UPTON,1
05/19/2019,13:30:00,4C,500 SAINT PAUL ST,AGG. ASSAULT,OTHER,CENTRAL,MOUNT VERNON,1
05/19/2019,16:05:00,4C,200 E BALTIMORE ST,AGG. ASSAULT,OTHER,CENTRAL,DOWNTOWN,1
05/19/2019,15:00:00,6J,5600 BELAIR RD,LARCENY,NA,NORTHEAST,WALTHERSON,1
05/19/2019,20:00:00,6J,4200 HAMILTON AVE,LARCENY,NA,NORTHEAST,FRANKFORD,1
05/19/2019,23:00:00,7A,3000 MANHATTAN AVE,AUTO THEFT,NA,NORTHWEST,GLEN,1
05/19/2019,09:00:00,5A,800 EXETER HALL AVE,BURGLARY,NA,NORTHERN,BETTER WAVERLY,1
05/19/2019,09:12:00,6C,2500 N CHARLES ST,LARCENY,NA,NORTHERN,CHARLES VILLAGE,1
05/19/2019,15:50:00,6C,4400 HARFORD RD,LARCENY,NA,NORTHEAST,BEVERLY HILLS,1
05/19/2019,00:00:00,7A,2700 TIVOLY AVE,AUTO THEFT,NA,NORTHEAST,COLDSTREAM HOMESTEAD,1
05/19/2019,02:00:00,6D,200 DIENER PL,LARCENY FROM AUTO,NA,SOUTHWEST,IRVINGTON,1
05/19/2019,19:50:00,4C,1000 N MOUNT ST,AGG. ASSAULT,OTHER,WESTERN,SANDTOWN-WINCHESTER,1
05/19/2019,18:00:00,4E,1900 MARYLAND AVE,COMMON ASSAULT,NA,CENTRAL,CHARLES NORTH,1
05/19/2019,12:00:00,7C,0 E LANVALE ST,AUTO THEFT,NA,CENTRAL,CHARLES NORTH,1
05/19/2019,20:00:00,7C,1400 S NEWKIRK ST,AUTO THEFT,NA,SOUTHEAST,CANTON INDUSTRIAL AREA,1
05/19/2019,01:51:00,3AF,1500 RAMSAY ST,ROBBERY - STREET,FIREARM,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,1
05/19/2019,19:27:00,4E,800 HERNDON CT,COMMON ASSAULT,NA,SOUTHERN,BROOKLYN,1
05/19/2019,18:00:00,4D,2200 ROUND RD,AGG. ASSAULT,HANDS,SOUTHERN,CHERRY HILL,1
05/19/2019,22:45:00,4C,1000 DRUIDON CT,AGG. ASSAULT,OTHER,SOUTHERN,BROOKLYN,1
05/19/2019,12:19:00,4E,2200 ASHTON ST,COMMON ASSAULT,NA,SOUTHWEST,CARROLLTON RIDGE,1
05/19/2019,19:23:00,4E,2800 BAKER ST,COMMON ASSAULT,NA,SOUTHWEST,NORTHWEST COMMUNITY,1
05/19/2019,19:00:00,4C,1700 GERTRUDE ST,AGG. ASSAULT,OTHER,SOUTHWEST,NORTHWEST COMMUNITY,1
05/19/2019,19:06:00,1A,1800 W FAYETTE ST,HOMICIDE,FIREARM,WESTERN,FRANKLIN SQUARE,1
05/19/2019,19:00:00,6D,0 S CAREY ST,LARCENY FROM AUTO,NA,SOUTHERN,HOLLINS PARK,1
05/19/2019,14:06:00,6C,4600 W NORTHERN PKWY,LARCENY,NA,NORTHWEST,SETON BUSINESS PARK,1
05/19/2019,12:00:00,4E,1200 W PRATT ST,COMMON ASSAULT,NA,SOUTHERN,HOLLINS PARK,1
05/19/2019,19:27:00,4E,800 HERNDON CT,COMMON ASSAULT,NA,SOUTHERN,BROOKLYN,1
05/19/2019,20:00:00,9S,4900 GREENCREST RD,SHOOTING,FIREARM,NORTHEAST,FRANKFORD,1
05/19/2019,13:52:00,4C,5200 PARK HEIGHTS AVE,AGG. ASSAULT,OTHER,NORTHWEST,PIMLICO GOOD NEIGHBO,1
05/19/2019,11:30:00,6C,36TH ST & ROLAND AV,LARCENY,NA,NORTHERN,,1
05/18/2019,17:00:00,4E,2200 W PRATT ST,COMMON ASSAULT,NA,SOUTHWEST,CARROLLTON RIDGE,1
05/18/2019,23:00:00,6D,0 E FRANKLIN ST,LARCENY FROM AUTO,NA,CENTRAL,DOWNTOWN,1
05/18/2019,02:33:00,4A,1300 S HANOVER ST,AGG. ASSAULT,FIREARM,SOUTHERN,,1
05/18/2019,07:00:00,6D,1200 W LOMBARD ST,LARCENY FROM AUTO,NA,SOUTHERN,HOLLINS PARK,1
05/18/2019,11:22:00,3CF,2100 W PATAPSCO AVE,ROBBERY - COMMERCIAL,FIREARM,SOUTHERN,LAKELAND,1
05/18/2019,02:24:00,4B,3700 FAIRHAVEN AVE,AGG. ASSAULT,KNIFE,SOUTHERN,CURTIS BAY,1
05/18/2019,02:24:00,4B,3700 FAIRHAVEN AVE,AGG. ASSAULT,KNIFE,SOUTHERN,CURTIS BAY,1
05/18/2019,09:12:00,6G,2100 WILHELM ST,LARCENY,NA,SOUTHWEST,CARROLLTON RIDGE,1
05/18/2019,17:30:00,7A,600 STIRLING ST,AUTO THEFT,NA,EASTERN,OLDTOWN,1
05/18/2019,01:50:00,4B,600 N GLOVER ST,AGG. ASSAULT,KNIFE,SOUTHEAST,MCELDERRY PARK,1
05/18/2019,00:10:00,4B,1800 ORLEANS ST,AGG. ASSAULT,KNIFE,EASTERN,DUNBAR,1
05/18/2019,00:00:00,4E,2000 E NORTH AVE,COMMON ASSAULT,NA,EASTERN,SOUTH CLIFTON PARK,1
05/18/2019,07:35:00,4E,1100 WILMOT CT,COMMON ASSAULT,NA,EASTERN,OLDTOWN,1
05/18/2019,12:45:00,4E,2700 E OLIVER ST,COMMON ASSAULT,NA,EASTERN,BEREA,1
05/18/2019,11:40:00,4E,2500 W FAYETTE ST,COMMON ASSAULT,NA,SOUTHWEST,SHIPLEY HILL,1
05/18/2019,02:45:00,4E,200 DOUGLAS CT,COMMON ASSAULT,NA,SOUTHEAST,DUNBAR,1
05/18/2019,13:00:00,6D,5600 O''DONNELL ST,LARCENY FROM AUTO,NA,SOUTHEAST,,1
05/18/2019,20:00:00,6E,6300 BANK ST,LARCENY,NA,SOUTHEAST,JOSEPH LEE,1
05/18/2019,09:00:00,6G,400 E LORRAINE AVE,LARCENY,NA,NORTHERN,HARWOOD,1
05/18/2019,04:00:00,6D,900 N PATTERSON PARK AVE,LARCENY FROM AUTO,NA,EASTERN,MILTON-MONTFORD,1
05/18/2019,00:00:00,5A,0 S BERNICE AVE,BURGLARY,NA,SOUTHWEST,CARROLL-SOUTH HILTON,1
05/18/2019,20:30:00,5A,1400 EUTAW PL,BURGLARY,NA,CENTRAL,MADISON PARK,1
05/18/2019,21:00:00,7A,5000 WRIGHT AVE,AUTO THEFT,NA,NORTHEAST,ARMISTEAD GARDENS,1
05/18/2019,01:00:00,6D,RAVEN BL & CROFTON RD,LARCENY FROM AUTO,NA,NORTHEAST,,1
05/18/2019,03:46:00,3AF,0 N CAROLINE ST,ROBBERY - STREET,FIREARM,SOUTHEAST,WASHINGTON HILL,1
05/18/2019,19:00:00,6D,0 N COLLINGTON AVE,LARCENY FROM AUTO,NA,SOUTHEAST,BUTCHERS HILL,1
05/18/2019,00:09:00,4B,1600 ELMTREE ST,AGG. ASSAULT,KNIFE,SOUTHERN,CURTIS BAY,1
05/18/2019,01:10:00,4E,1400 W OSTEND ST,COMMON ASSAULT,NA,SOUTHERN,WASHINGTON VILLAGE,1
05/18/2019,03:40:00,4E,800 BELGIAN AVE,COMMON ASSAULT,NA,NORTHERN,PEN LUCY,1
05/18/2019,09:40:00,6D,900 S CATON AVE,LARCENY FROM AUTO,NA,SOUTHWEST,VIOLETVILLE,1
05/18/2019,16:30:00,6G,2300 HERKIMER ST,LARCENY,NA,SOUTHWEST,MORRELL PARK,1
05/18/2019,01:15:00,4E,2200 ROSLYN AVE,COMMON ASSAULT,NA,SOUTHWEST,MOUNT HOLLY,1
05/18/2019,23:55:00,6G,700 N Broadway St,LARCENY,NA,EASTERN,GAY STREET,1
05/18/2019,16:00:00,6J,1000 DEER RIDGE DR,LARCENY,NA,NORTHERN,ROLAND PARK,1
05/18/2019,07:36:00,4C,3100 MILFORD AVE,AGG. ASSAULT,OTHER,NORTHWEST,HOWARD PARK,1
05/18/2019,01:50:00,4E,5000 BELLE AVE,COMMON ASSAULT,NA,NORTHWEST,HOWARD PARK,1
05/18/2019,00:01:00,3AF,4200 FALLSTAFF RD,ROBBERY - STREET,FIREARM,NORTHWEST,FALLSTAFF,1
05/18/2019,22:00:00,4E,300 ELRINO ST,COMMON ASSAULT,NA,SOUTHEAST,JOSEPH LEE,1
05/18/2019,00:18:00,6J,3000 MAYFIELD AVE,LARCENY,NA,NORTHEAST,BELAIR-EDISON,1
05/18/2019,15:40:00,6J,4300 ORCHARD RIDGE BL,LARCENY,NA,NORTHEAST,CLAREMONT-FREEDOM,1
05/18/2019,22:30:00,6D,200 N CHESTER ST,LARCENY FROM AUTO,NA,EASTERN,MIDDLE EAST,1
05/18/2019,18:00:00,6D,2700 WOODLAND AVE,LARCENY FROM AUTO,NA,NORTHERN,CYLBURN,1
05/18/2019,02:40:00,6D,600 N BENTALOU ST,LARCENY FROM AUTO,NA,SOUTHWEST,CARROLLTON RIDGE,1
05/18/2019,15:00:00,6E,300 PATAPSCO ST,LARCENY,NA,SOUTHERN,BROOKLYN,1
05/18/2019,00:01:00,4E,5700 LEITH WALK,COMMON ASSAULT,NA,NORTHEAST,RAMBLEWOOD,1
05/18/2019,09:29:00,6C,700 W 40TH ST,LARCENY,NA,NORTHERN,HAMPDEN,1
05/18/2019,01:50:00,6G,4700 MIDWOOD AVE,LARCENY,NA,NORTHERN,KENILWORTH PARK,1
05/18/2019,14:00:00,4E,BELVEDERE AV & PIMLICO RD,COMMON ASSAULT,NA,NORTHWEST,,1
05/18/2019,13:30:00,4E,400 N STREEPER ST,COMMON ASSAULT,NA,SOUTHEAST,MCELDERRY PARK,1
05/18/2019,10:11:00,3AF,2600 POLK ST,ROBBERY - STREET,FIREARM,NORTHEAST,COLDSTREAM HOMESTEAD,1
05/18/2019,00:53:00,4C,1900 WADSWORTH WAY,AGG. ASSAULT,OTHER,NORTHEAST,LOCH RAVEN,1
05/18/2019,01:00:00,7A,1000 ARMISTEAD WAY,AUTO THEFT,NA,NORTHEAST,ARMISTEAD GARDENS,1
05/18/2019,12:34:00,3B,200 E READ ST,ROBBERY - STREET,NA,CENTRAL,MOUNT VERNON,1
05/18/2019,16:00:00,6J,800 GUILFORD AVE,LARCENY,NA,CENTRAL,MOUNT VERNON,1
05/18/2019,04:47:00,3AF,3800 BRENDAN AVE,ROBBERY - STREET,FIREARM,NORTHEAST,BELAIR-EDISON,1
05/18/2019,04:47:00,3AF,3800 BRENDAN AVE,ROBBERY - STREET,FIREARM,NORTHEAST,BELAIR-EDISON,1
05/18/2019,22:17:00,4D,600 BRIDGEVIEW RD,AGG. ASSAULT,HANDS,SOUTHERN,CHERRY HILL,1
05/18/2019,08:30:00,6D,5200 LINDEN HEIGHTS AVE,LARCENY FROM AUTO,NA,NORTHWEST,WOODMERE,1
05/18/2019,19:44:00,9S,800 W LEXINGTON ST,SHOOTING,FIREARM,WESTERN,POPPLETON,1
05/18/2019,21:30:00,4E,2700 SPELMAN RD,COMMON ASSAULT,NA,SOUTHERN,CHERRY HILL,1
05/18/2019,02:30:00,5A,1200 N BROADWAY,BURGLARY,NA,EASTERN,OLIVER,1
05/18/2019,12:28:00,1A,1300 N WOODYEAR ST,HOMICIDE,FIREARM,WESTERN,SANDTOWN-WINCHESTER,1
05/18/2019,02:33:00,9S,1100 S HANOVER ST,SHOOTING,FIREARM,SOUTHERN,,1
05/18/2019,19:38:00,9S,1200 WINCHESTER ST,SHOOTING,FIREARM,WESTERN,SANDTOWN-WINCHESTER,1
05/18/2019,02:30:00,5A,1200 N BROADWAY,BURGLARY,NA,EASTERN,OLIVER,1
05/18/2019,19:00:00,5A,2400 ALLENDALE RD,BURGLARY,NA,NORTHWEST,GARWYN OAKS,1
05/18/2019,20:06:00,6E,0 E FRANKLIN ST,LARCENY,NA,CENTRAL,DOWNTOWN,1
05/18/2019,17:00:00,4E,2900 BENSON AVE,COMMON ASSAULT,NA,SOUTHWEST,MORRELL PARK,1
05/18/2019,21:30:00,6E,3600 OLD FREDERICK RD,LARCENY,NA,SOUTHWEST,SAINT JOSEPHS,1
05/18/2019,16:13:00,4C,1400 HOMESTEAD ST,AGG. ASSAULT,OTHER,NORTHEAST,COLDSTREAM HOMESTEAD,1
05/18/2019,15:59:00,4C,700 WILLOW AVE,AGG. ASSAULT,OTHER,NORTHERN,WILSON PARK,1
05/18/2019,15:21:00,6G,5700 CEDONIA AVE,LARCENY,NA,NORTHEAST,FRANKFORD,1
05/18/2019,19:20:00,5D,2500 SEABURY RD,BURGLARY,NA,SOUTHERN,CHERRY HILL,1
05/18/2019,03:50:00,6D,1500 KINGSWAY RD,LARCENY FROM AUTO,NA,NORTHEAST,HILLEN,1
05/18/2019,16:30:00,6J,4500 N ROGERS AVE,LARCENY,NA,NORTHWEST,WOODMERE,1
05/18/2019,07:00:00,5A,5000 LODESTONE WAY,BURGLARY,NA,NORTHEAST,PARKSIDE,1
05/18/2019,20:20:00,3AF,3800 PARK HEIGHTS AVE,ROBBERY - STREET,FIREARM,NORTHWEST,PARK CIRCLE,1
05/18/2019,04:50:00,3AO,0 W 26TH ST,ROBBERY - STREET,OTHER,NORTHERN,CHARLES VILLAGE,1
05/18/2019,13:00:00,4B,5300 HARFORD RD,AGG. ASSAULT,KNIFE,NORTHEAST,HARFORD-ECHODALE-PER,1
05/18/2019,13:00:00,5A,600 N GRANTLEY ST,BURGLARY,NA,SOUTHWEST,EDMONDSON VILLAGE,1
05/18/2019,11:29:00,6J,2900 THORNDALE AVE,LARCENY,NA,NORTHERN,CYLBURN,1
05/18/2019,17:00:00,4A,4700 YORK RD,AGG. ASSAULT,FIREARM,NORTHERN,RICHNOR SPRINGS,1
05/18/2019,00:54:00,4E,600 W NORTH AVE,COMMON ASSAULT,NA,CENTRAL,RESERVOIR HILL,1
05/18/2019,02:20:00,4E,100 W FAYETTE ST,COMMON ASSAULT,NA,CENTRAL,DOWNTOWN,1
05/18/2019,02:50:00,4C,700 LIGHT ST,AGG. ASSAULT,OTHER,SOUTHERN,OTTERBEIN,1
05/18/2019,04:00:00,6E,4000 REISTERSTOWN RD,LARCENY,NA,NORTHWEST,CENTRAL PARK HEIGHTS,1
05/18/2019,12:48:00,6J,900 Charles Street,LARCENY,NA,CENTRAL,MOUNT VERNON,1
05/18/2019,09:00:00,6D,3600 E PRATT ST,LARCENY FROM AUTO,NA,SOUTHEAST,BALTIMORE HIGHLANDS,1
05/18/2019,23:00:00,5A,3900 BELLE AVE,BURGLARY,NA,NORTHWEST,CALLAWAY-GARRISON,1
05/18/2019,00:00:00,7A,1700 E EAGER ST,AUTO THEFT,NA,EASTERN,MIDDLE EAST,1
05/18/2019,02:30:00,3AF,1800 ORLEANS ST,ROBBERY - STREET,FIREARM,EASTERN,DUNBAR,1
05/18/2019,15:08:00,4E,500 GORSUCH AVE,COMMON ASSAULT,NA,NORTHERN,BETTER WAVERLY,1
05/18/2019,09:30:00,6C,2800 WHITE AVE,LARCENY,NA,NORTHEAST,HARFORD-ECHODALE-PER,1
05/18/2019,20:30:00,6G,200 PONTIAC AVE,LARCENY,NA,SOUTHERN,BROOKLYN,1
05/18/2019,00:00:00,5A,3500 FRANKFORD AVE,BURGLARY,NA,NORTHEAST,WALTHERSON,1
05/18/2019,06:30:00,6E,3000 CHESTERFIELD AVE,LARCENY,NA,NORTHEAST,BELAIR-EDISON,1
05/18/2019,10:30:00,6G,2700 W FRANKLIN ST,LARCENY,NA,SOUTHWEST,PENROSE/FAYETTE ST OUTREACH,1
05/18/2019,09:30:00,4E,6500 SAINT HELENA AVE,COMMON ASSAULT,NA,SOUTHEAST,SAINT HELENA,1
05/18/2019,22:00:00,6D,6500 BALTIMORE AVE,LARCENY FROM AUTO,NA,SOUTHEAST,,1
05/18/2019,07:20:00,6J,BALTIMORE ST & N PATTERSON PARK AV,LARCENY,NA,SOUTHEAST,,1
05/18/2019,00:17:00,6J,2300 E FAIRMOUNT AVE,LARCENY,NA,SOUTHEAST,PATTERSON PLACE,1
05/18/2019,18:50:00,6J,3200 SAINT PAUL ST,LARCENY,NA,NORTHERN,CHARLES VILLAGE,1
05/18/2019,08:30:00,3B,2900 PRESSTMAN ST,ROBBERY - STREET,NA,SOUTHWEST,NORTHWEST COMMUNITY,1
05/18/2019,17:11:00,4B,2000 W BALTIMORE ST,AGG. ASSAULT,KNIFE,WESTERN,PENROSE/FAYETTE ST OUTREACH,1
05/18/2019,17:00:00,7A,100 NORTH BEND RD,AUTO THEFT,NA,SOUTHWEST,,1
05/18/2019,16:30:00,4D,2600 DULANY ST,AGG. ASSAULT,HANDS,SOUTHWEST,MILL HILL,1
05/18/2019,21:23:00,4E,700 BROOKWOOD RD,COMMON ASSAULT,NA,SOUTHWEST,HUNTING RIDGE,1
05/18/2019,19:30:00,3B,4600 PARKSIDE DR,ROBBERY - STREET,NA,NORTHEAST,PARKSIDE,1
05/18/2019,20:20:00,4E,1400 MONTPELIER ST,COMMON ASSAULT,NA,NORTHEAST,COLDSTREAM HOMESTEAD,1
05/18/2019,20:17:00,6C,600 CHERRY HILL RD,LARCENY,NA,SOUTHERN,CHERRY HILL,1
05/18/2019,12:18:00,4E,200 S DALLAS CT,COMMON ASSAULT,NA,SOUTHEAST,PERKINS HOMES,1
05/18/2019,01:00:00,7A,2400 W BALTIMORE ST,AUTO THEFT,NA,WESTERN,LANGSTON HUGHES,1
05/18/2019,12:45:00,5C,800 S BELNORD AVE,BURGLARY,NA,SOUTHEAST,CANTON,1
05/18/2019,19:47:00,4E,500 PENNSYLVANIA AVE,COMMON ASSAULT,NA,CENTRAL,SETON HILL,1
05/18/2019,19:00:00,4E,1500 MADISON AVE,COMMON ASSAULT,NA,CENTRAL,MADISON PARK,1
05/18/2019,20:00:00,3B,4300 E LOMBARD ST,ROBBERY - STREET,NA,SOUTHEAST,KRESSON,1
05/18/2019,18:30:00,3B,1000 W NORTH AVE,ROBBERY - STREET,NA,CENTRAL,MADISON PARK,1
05/18/2019,17:55:00,4B,900 CATHEDRAL ST,AGG. ASSAULT,KNIFE,CENTRAL,MID-TOWN BELVEDERE,1
05/18/2019,19:10:00,4C,1200 W PRATT ST,AGG. ASSAULT,OTHER,SOUTHERN,WASHINGTON VILLAGE,1
05/18/2019,19:44:00,4A,800 W LEXINGTON ST,AGG. ASSAULT,FIREARM,WESTERN,POPPLETON,1
05/18/2019,19:38:00,4A,1200 WINCHESTER ST,AGG. ASSAULT,FIREARM,WESTERN,SANDTOWN-WINCHESTER,1
05/18/2019,18:15:00,4E,5800 YORK RD,COMMON ASSAULT,NA,NORTHERN,MID-GOVANS,1
05/18/2019,18:39:00,4E,1600 RUXTON AVE,COMMON ASSAULT,NA,WESTERN,COPPIN HEIGHTS/ASHBU,1
05/18/2019,18:10:00,6J,500 S PONCA ST,LARCENY,NA,SOUTHEAST,GREEKTOWN,1
05/18/2019,17:39:00,4E,2900 HARFORD RD,COMMON ASSAULT,NA,NORTHEAST,COLDSTREAM HOMESTEAD,1
05/18/2019,16:21:00,4E,500 N ARLINGTON AVE,COMMON ASSAULT,NA,WESTERN,HARLEM PARK,1
05/18/2019,20:00:00,4C,900 E 22ND ST,AGG. ASSAULT,OTHER,EASTERN,EAST BALTIMORE MIDWA,1
05/18/2019,20:30:00,4E,300 N ELLWOOD AVE,COMMON ASSAULT,NA,SOUTHEAST,ELLWOOD PARK/MONUMEN,1
05/18/2019,20:45:00,4A,200 S CALHOUN ST,AGG. ASSAULT,FIREARM,SOUTHERN,NEW SOUTHWEST/MOUNT CLARE,1
05/18/2019,07:30:00,5D,1300 WILDWOOD PKWY,BURGLARY,NA,SOUTHWEST,EDMONDSON VILLAGE,1
05/18/2019,05:30:00,4C,4100 POTTER ST,AGG. ASSAULT,OTHER,SOUTHWEST,IRVINGTON,1
05/18/2019,00:00:00,4A,4300 WABASH AVE,AGG. ASSAULT,FIREARM,NORTHWEST,ASHBURTON,1
05/18/2019,21:00:00,7A,4100 E LOMBARD ST,AUTO THEFT,NA,SOUTHEAST,KRESSON,1
05/18/2019,14:42:00,6J,100 EXETER Street,LARCENY,NA,SOUTHEAST,JONESTOWN,1
05/18/2019,02:16:00,4D,1800 W PRATT ST,AGG. ASSAULT,HANDS,SOUTHERN,CARROLLTON RIDGE,1
05/18/2019,12:00:00,6E,4600 PALL MALL RD,LARCENY,NA,NORTHERN,PARKLANE,1
05/18/2019,09:30:00,5D,3200 LEVERTON AVE,BURGLARY,NA,SOUTHEAST,BALTIMORE-LINWOOD,1
05/18/2019,02:15:00,4D,0 E BALTIMORE ST,AGG. ASSAULT,HANDS,CENTRAL,DOWNTOWN,1
05/18/2019,13:10:00,6D,6200 PULASKI HWY,LARCENY FROM AUTO,NA,SOUTHEAST,PULASKI INDUSTRIAL AREA,1
05/18/2019,01:50:00,4C,0 S HIGHLAND AVE,AGG. ASSAULT,OTHER,SOUTHEAST,CANTON,1
05/18/2019,18:55:00,6C,4100 FREDERICK AVE,LARCENY,NA,SOUTHWEST,IRVINGTON,1
05/18/2019,23:00:00,4E,4700 IVANHOE AVE,COMMON ASSAULT,NA,NORTHERN,WILSON PARK,1
05/18/2019,22:21:00,4E,1800 GAY ST,COMMON ASSAULT,NA,EASTERN,BROADWAY EAST,1
05/18/2019,22:22:00,3JK,3300 BRIGHTON ST,ROBBERY - RESIDENCE,KNIFE,SOUTHWEST,ROSEMONT,1
05/18/2019,22:22:00,4B,3300 BRIGHTON ST,AGG. ASSAULT,KNIFE,SOUTHWEST,ROSEMONT,1
05/18/2019,12:53:00,6D,1400 BOLTON ST,LARCENY FROM AUTO,NA,CENTRAL,BOLTON HILL,1
05/18/2019,20:30:00,5A,1400 EUTAW PL,BURGLARY,NA,CENTRAL,MADISON PARK,1
05/17/2019,12:00:00,6J,4600 LIBERTY HEIGHTS AVE,LARCENY,NA,NORTHWEST,HOWARD PARK,1
05/17/2019,10:00:00,5A,400 N COLLINGTON AVE,BURGLARY,NA,EASTERN,MIDDLE EAST,1
05/17/2019,15:00:00,6G,5700 EASTERN AVE,LARCENY,NA,SOUTHEAST,BAYVIEW,1
05/17/2019,12:22:00,6J,3900 FAIT AVE,LARCENY,NA,SOUTHEAST,BREWERS HILL,1
05/17/2019,17:00:00,7A,5900 EASTERN AVE,AUTO THEFT,NA,SOUTHEAST,JOSEPH LEE,1
05/17/2019,23:20:00,4C,3400 NOBLE ST,AGG. ASSAULT,OTHER,SOUTHEAST,BALTIMORE HIGHLANDS,1
05/17/2019,00:26:00,4E,1000 N FULTON AVE,COMMON ASSAULT,NA,WESTERN,SANDTOWN-WINCHESTER,1
05/17/2019,22:23:00,4C,3300 W CATON AV,AGG. ASSAULT,OTHER,SOUTHWEST,,1
05/17/2019,19:00:00,6E,2500 DRUID HILL AVE,LARCENY,NA,WESTERN,PENN NORTH,1
05/17/2019,21:30:00,6E,900 ELLICOTT DY,LARCENY,NA,SOUTHWEST,,1
05/17/2019,01:11:00,4C,2400 W BALTIMORE ST,AGG. ASSAULT,OTHER,WESTERN,PENROSE/FAYETTE ST OUTREACH,1
05/17/2019,09:02:00,3AJO,2400 WOODBROOK AVE,ROBBERY - CARJACKING,OTHER,WESTERN,PENN NORTH,1
05/17/2019,21:21:00,4A,1700 N FULTON AVE,AGG. ASSAULT,FIREARM,WESTERN,SANDTOWN-WINCHESTER,1
